meeting_id,host_id,department_id,meeting_date,start_time,scheduled_duration_min,actual_duration_min,meeting_type,total_invited,total_joined,recording_enabled,chat_messages_count,reactions_count,screen_shares_count
ZM-59778266,HOST-0025,DEPT-001,2024-02-23,2024-02-23 12:45:00,15,13,Internal,9,9,True,19,4,1
ZM-90305616,HOST-0138,DEPT-012,2023-09-04,2023-09-04 09:00:00,30,26,External,9,7,True,10,2,1
ZM-88232723,HOST-0059,DEPT-010,2024-03-13,2024-03-13 13:45:00,45,48,Internal,20,15,True,14,17,3
ZM-46944494,HOST-0050,DEPT-003,2023-08-28,2023-08-28 12:15:00,120,131,Webinar,117,67,True,53,42,0
ZM-37402375,HOST-0094,DEPT-011,2023-11-03,2023-11-03 14:15:00,120,128,Webinar,402,317,True,413,88,1
ZM-81542030,HOST-0045,DEPT-011,2024-03-06,2024-03-06 09:15:00,60,65,Webinar,262,153,True,183,96,2
ZM-84490480,HOST-0136,DEPT-010,2024-08-22,2024-08-22 16:15:00,120,107,Training,48,36,True,27,37,1
ZM-69737061,HOST-0072,DEPT-006,2023-08-08,2023-08-08 16:45:00,15,16,Internal,5,4,True,6,2,1
ZM-81610914,HOST-0029,DEPT-009,2024-12-30,2024-12-30 08:15:00,30,21,Internal,20,18,False,1,10,2
ZM-82970220,HOST-0019,DEPT-004,2023-03-27,2023-03-27 12:30:00,45,42,Internal,20,15,True,21,12,0
ZM-39596058,HOST-0023,DEPT-009,2024-03-28,2024-03-28 13:00:00,15,17,Internal,26,20,True,3,0,0
ZM-14443428,HOST-0003,DEPT-001,2023-01-25,2023-01-25 17:00:00,120,136,Webinar,92,52,False,29,0,2
ZM-96912383,HOST-0096,DEPT-001,2024-09-11,2024-09-11 09:30:00,60,51,Webinar,210,106,False,114,111,0
ZM-45004529,HOST-0041,DEPT-002,2023-06-01,2023-06-01 11:45:00,90,82,Internal,19,12,False,17,6,3
ZM-15698862,HOST-0081,DEPT-007,2024-06-03,2024-06-03 15:00:00,60,74,Internal,4,3,True,4,2,3
ZM-55833897,HOST-0023,DEPT-006,2023-10-09,2023-10-09 08:15:00,60,65,External,8,7,False,11,7,2
ZM-59151960,HOST-0080,DEPT-003,2024-07-19,2024-07-19 08:45:00,120,136,Webinar,77,37,True,47,0,0
ZM-57657637,HOST-0005,DEPT-010,2023-05-09,2023-05-09 08:45:00,60,75,Webinar,179,113,True,113,23,0
ZM-93963712,HOST-0067,DEPT-011,2024-04-30,2024-04-30 12:15:00,60,56,Internal,15,11,True,7,3,1
ZM-18795362,HOST-0037,DEPT-012,2024-11-25,2024-11-25 11:45:00,45,44,Internal,12,7,False,11,7,0
ZM-80910050,HOST-0111,DEPT-004,2023-09-15,2023-09-15 14:00:00,15,17,Internal,29,15,False,35,6,1
ZM-60152461,HOST-0075,DEPT-001,2023-08-23,2023-08-23 11:15:00,45,40,Internal,30,27,False,31,13,3
ZM-47552461,HOST-0075,DEPT-009,2024-06-27,2024-06-27 07:15:00,60,64,External,3,2,False,4,1,2
ZM-54500052,HOST-0035,DEPT-008,2024-11-20,2024-11-20 09:30:00,60,56,External,5,4,True,6,4,5
ZM-80627050,HOST-0066,DEPT-010,2024-12-26,2024-12-26 14:15:00,15,14,Internal,28,22,False,29,24,3
ZM-26613309,HOST-0140,DEPT-001,2023-09-04,2023-09-04 14:15:00,60,71,External,4,4,False,3,4,3
ZM-20313372,HOST-0022,DEPT-010,2024-05-23,2024-05-23 14:00:00,90,118,Webinar,286,223,True,67,114,0
ZM-11125006,HOST-0003,DEPT-003,2023-01-31,2023-01-31 09:15:00,90,108,Internal,29,26,False,0,0,2
ZM-76753409,HOST-0068,DEPT-012,2024-09-02,2024-09-02 15:00:00,15,17,Internal,22,15,False,5,3,1
ZM-20234362,HOST-0080,DEPT-010,2024-10-16,2024-10-16 11:15:00,90,86,Internal,15,13,False,5,7,3
ZM-36132987,HOST-0044,DEPT-012,2023-08-09,2023-08-09 17:15:00,90,91,Internal,5,4,True,8,2,3
ZM-14896647,HOST-0076,DEPT-003,2024-02-22,2024-02-22 12:15:00,15,17,Internal,18,11,False,21,4,4
ZM-22882933,HOST-0030,DEPT-012,2023-01-19,2023-01-19 12:00:00,15,14,Internal,19,16,False,9,0,3
ZM-13660053,HOST-0099,DEPT-003,2023-03-16,2023-03-16 10:15:00,45,49,External,6,5,True,9,2,3
ZM-86778111,HOST-0028,DEPT-008,2024-10-21,2024-10-21 16:15:00,30,25,External,10,8,True,5,7,2
ZM-84427853,HOST-0002,DEPT-009,2023-07-18,2023-07-18 16:15:00,120,114,Training,36,34,True,52,21,0
ZM-99526680,HOST-0095,DEPT-008,2023-01-19,2023-01-19 07:30:00,60,70,External,11,8,False,8,4,4
ZM-70815117,HOST-0066,DEPT-010,2024-09-04,2024-09-04 14:45:00,120,81,Webinar,495,210,True,173,0,0
ZM-71230430,HOST-0023,DEPT-009,2024-07-02,2024-07-02 16:45:00,45,42,Internal,23,19,True,17,9,2
ZM-77167702,HOST-0080,DEPT-010,2023-07-19,2023-07-19 11:30:00,30,32,External,4,3,True,4,0,0
ZM-93512668,HOST-0006,DEPT-009,2024-02-12,2024-02-12 15:45:00,15,13,Internal,3,2,False,2,2,4
ZM-40616453,HOST-0134,DEPT-010,2023-09-07,2023-09-07 08:30:00,90,109,Internal,29,27,False,47,15,0
ZM-86003182,HOST-0112,DEPT-006,2023-05-31,2023-05-31 17:30:00,60,67,Internal,20,14,False,5,7,4
ZM-60774044,HOST-0089,DEPT-007,2023-08-10,2023-08-10 09:15:00,30,22,External,5,4,True,6,1,0
ZM-35775293,HOST-0069,DEPT-007,2023-09-04,2023-09-04 11:30:00,90,116,Internal,23,22,False,2,15,1
ZM-10131289,HOST-0002,DEPT-011,2024-03-20,2024-03-20 08:00:00,180,202,Training,34,27,True,18,14,0
ZM-13420583,HOST-0013,DEPT-002,2023-02-27,2023-02-27 11:00:00,90,68,Internal,12,9,False,8,5,1
ZM-33781932,HOST-0134,DEPT-004,2024-03-29,2024-03-29 13:15:00,180,174,Training,50,42,True,38,25,0
ZM-31785186,HOST-0015,DEPT-012,2023-05-24,2023-05-24 14:15:00,180,181,Training,48,41,True,43,31,0
ZM-93938382,HOST-0122,DEPT-007,2023-06-14,2023-06-14 14:30:00,60,61,Training,14,11,True,18,6,1
ZM-52171230,HOST-0092,DEPT-012,2023-07-27,2023-07-27 14:00:00,120,122,Training,39,32,False,28,48,2
ZM-32048331,HOST-0027,DEPT-002,2024-01-24,2024-01-24 16:30:00,30,31,External,4,4,True,1,3,4
ZM-70061004,HOST-0020,DEPT-011,2023-09-28,2023-09-28 09:15:00,90,88,Internal,30,22,True,20,18,1
ZM-22685755,HOST-0111,DEPT-005,2023-02-24,2023-02-24 08:45:00,30,23,Internal,18,14,False,0,5,4
ZM-78906145,HOST-0044,DEPT-003,2023-06-15,2023-06-15 15:15:00,15,13,Internal,6,4,False,3,5,1
ZM-55652489,HOST-0126,DEPT-012,2023-08-28,2023-08-28 17:15:00,45,48,External,3,2,True,3,1,2
ZM-40723550,HOST-0147,DEPT-008,2023-01-24,2023-01-24 17:45:00,180,159,Training,35,26,True,0,0,2
ZM-76634324,HOST-0061,DEPT-007,2023-05-31,2023-05-31 15:15:00,15,15,Internal,5,4,False,4,2,2
ZM-21568108,HOST-0101,DEPT-011,2024-01-10,2024-01-10 12:45:00,60,68,Training,16,13,True,5,9,2
ZM-33382705,HOST-0019,DEPT-010,2024-02-12,2024-02-12 16:30:00,60,61,Internal,10,5,True,1,5,2
ZM-31251627,HOST-0033,DEPT-001,2024-09-11,2024-09-11 16:45:00,90,106,Training,48,40,True,14,48,1
ZM-91281938,HOST-0087,DEPT-012,2023-03-09,2023-03-09 15:45:00,60,67,External,2,2,False,2,0,2
ZM-63908997,HOST-0115,DEPT-007,2023-07-11,2023-07-11 18:45:00,15,16,Internal,11,8,False,11,0,0
ZM-71928861,HOST-0127,DEPT-010,2024-01-29,2024-01-29 15:45:00,90,101,Internal,25,22,True,42,0,3
ZM-15124422,HOST-0137,DEPT-006,2024-02-13,2024-02-13 10:15:00,60,68,External,7,6,False,8,10,3
ZM-62365641,HOST-0098,DEPT-012,2024-12-03,2024-12-03 10:15:00,45,43,External,6,5,True,8,2,2
ZM-34502256,HOST-0135,DEPT-007,2024-02-08,2024-02-08 09:30:00,30,21,Internal,29,23,True,9,2,0
ZM-81498200,HOST-0148,DEPT-005,2023-08-16,2023-08-16 18:00:00,60,41,Webinar,224,107,True,30,69,0
ZM-55350551,HOST-0124,DEPT-003,2023-12-18,2023-12-18 09:15:00,180,125,Training,35,32,True,25,12,0
ZM-59667523,HOST-0027,DEPT-004,2024-05-31,2024-05-31 13:00:00,60,52,Training,41,34,True,0,12,3
ZM-53008918,HOST-0125,DEPT-011,2023-09-25,2023-09-25 09:15:00,30,28,Internal,12,8,False,7,3,0
ZM-25193029,HOST-0124,DEPT-010,2024-06-18,2024-06-18 07:00:00,45,40,Internal,29,20,True,10,19,3
ZM-53992027,HOST-0052,DEPT-002,2023-06-27,2023-06-27 17:15:00,45,48,Internal,29,17,False,29,13,2
ZM-70039194,HOST-0082,DEPT-001,2024-09-27,2024-09-27 08:30:00,45,49,Internal,27,20,False,22,9,1
ZM-26376401,HOST-0135,DEPT-008,2024-09-11,2024-09-11 09:45:00,60,68,External,2,2,False,4,2,1
ZM-56750216,HOST-0103,DEPT-003,2023-12-05,2023-12-05 16:45:00,180,122,Training,38,36,False,12,15,2
ZM-78479007,HOST-0087,DEPT-012,2024-07-08,2024-07-08 16:45:00,120,113,Training,33,29,True,9,11,0
ZM-27300241,HOST-0078,DEPT-010,2024-12-10,2024-12-10 09:00:00,180,186,Training,12,10,False,15,10,1
ZM-19764093,HOST-0061,DEPT-003,2023-11-30,2023-11-30 08:15:00,45,38,External,2,1,False,2,0,2
ZM-34447629,HOST-0026,DEPT-005,2024-06-21,2024-06-21 14:15:00,90,77,Internal,18,15,False,34,6,3
ZM-69198584,HOST-0075,DEPT-011,2024-01-11,2024-01-11 09:30:00,90,85,Internal,12,10,True,31,0,1
ZM-82929177,HOST-0028,DEPT-012,2023-03-06,2023-03-06 07:30:00,30,31,Internal,22,18,True,31,15,2
ZM-45217439,HOST-0126,DEPT-003,2024-04-19,2024-04-19 09:15:00,45,45,Internal,27,16,False,20,17,3
ZM-56987976,HOST-0123,DEPT-008,2024-07-29,2024-07-29 16:00:00,45,38,Internal,13,10,False,14,8,3
ZM-61326574,HOST-0142,DEPT-004,2024-02-06,2024-02-06 16:15:00,30,22,External,9,8,True,7,7,3
ZM-69444804,HOST-0056,DEPT-010,2023-07-10,2023-07-10 17:15:00,30,29,External,8,7,False,19,0,2
ZM-88541092,HOST-0020,DEPT-011,2024-07-17,2024-07-17 12:15:00,30,22,Internal,13,8,False,1,5,4
ZM-37271231,HOST-0082,DEPT-009,2024-05-15,2024-05-15 10:15:00,180,175,Training,35,24,True,13,41,1
ZM-76856183,HOST-0030,DEPT-003,2024-09-10,2024-09-10 09:15:00,180,171,Training,46,40,False,49,34,2
ZM-72882483,HOST-0135,DEPT-008,2023-08-08,2023-08-08 09:15:00,45,42,External,4,2,False,4,3,2
ZM-63302112,HOST-0014,DEPT-009,2023-02-08,2023-02-08 12:45:00,15,14,Internal,22,18,False,0,0,2
ZM-68837018,HOST-0090,DEPT-011,2024-01-17,2024-01-17 17:45:00,90,84,Internal,4,3,True,6,0,3
ZM-12326935,HOST-0072,DEPT-005,2024-02-02,2024-02-02 17:30:00,15,11,Internal,6,4,False,6,6,0
ZM-86573377,HOST-0024,DEPT-001,2024-08-14,2024-08-14 17:30:00,60,63,Webinar,389,140,False,200,66,0
ZM-35884060,HOST-0015,DEPT-010,2023-01-06,2023-01-06 14:45:00,120,124,Webinar,92,54,True,105,85,4
ZM-16498347,HOST-0039,DEPT-012,2023-08-01,2023-08-01 15:45:00,30,35,Internal,17,15,False,16,5,4
ZM-25560384,HOST-0029,DEPT-007,2023-07-05,2023-07-05 09:00:00,15,18,Internal,17,14,False,23,8,0
ZM-43376439,HOST-0051,DEPT-010,2023-08-08,2023-08-08 14:30:00,30,29,External,5,4,False,0,2,0
ZM-79926458,HOST-0027,DEPT-003,2023-10-16,2023-10-16 09:00:00,60,65,Webinar,195,137,False,124,0,2
ZM-11173352,HOST-0148,DEPT-011,2023-05-18,2023-05-18 09:15:00,30,26,Internal,25,17,False,43,0,1
ZM-97933602,HOST-0001,DEPT-004,2024-08-05,2024-08-05 13:15:00,60,67,External,11,9,True,10,15,4
ZM-46971875,HOST-0049,DEPT-007,2024-07-16,2024-07-16 11:15:00,120,103,Training,11,9,True,10,7,2
ZM-74673141,HOST-0014,DEPT-007,2024-09-20,2024-09-20 15:15:00,30,27,Internal,20,14,False,15,6,2
ZM-21458649,HOST-0111,DEPT-007,2023-01-23,2023-01-23 11:00:00,180,182,Training,31,28,True,4,46,3
ZM-11017031,HOST-0057,DEPT-012,2023-10-20,2023-10-20 10:00:00,30,38,External,3,3,False,4,5,0
ZM-95877694,HOST-0116,DEPT-006,2023-03-08,2023-03-08 13:30:00,45,35,Internal,12,10,True,7,7,2
ZM-43702011,HOST-0119,DEPT-007,2023-02-15,2023-02-15 09:00:00,90,105,Internal,28,21,False,13,17,4
ZM-65374574,HOST-0142,DEPT-004,2024-02-13,2024-02-13 10:45:00,45,45,Internal,19,13,False,16,8,4
ZM-24415273,HOST-0038,DEPT-010,2023-04-21,2023-04-21 07:45:00,45,51,Internal,5,4,False,6,1,2
ZM-40761227,HOST-0086,DEPT-002,2024-01-05,2024-01-05 13:15:00,120,108,Training,17,14,True,15,7,1
ZM-80883378,HOST-0091,DEPT-008,2024-03-15,2024-03-15 11:45:00,90,87,Internal,3,2,False,5,0,8
ZM-36892617,HOST-0104,DEPT-003,2024-03-26,2024-03-26 14:15:00,90,105,Webinar,90,30,False,24,20,2
ZM-12547533,HOST-0009,DEPT-001,2024-02-29,2024-02-29 08:30:00,180,195,Training,31,26,True,23,20,2
ZM-75183333,HOST-0120,DEPT-002,2023-02-08,2023-02-08 10:00:00,60,60,Training,46,36,True,37,0,1
ZM-43459207,HOST-0017,DEPT-006,2023-02-13,2023-02-13 17:00:00,90,82,Webinar,463,187,False,18,0,0
ZM-91350587,HOST-0136,DEPT-008,2024-10-25,2024-10-25 10:45:00,30,32,External,8,7,False,1,1,5
ZM-29923261,HOST-0056,DEPT-008,2023-02-20,2023-02-20 15:30:00,60,72,Internal,10,8,False,13,4,3
ZM-79174221,HOST-0075,DEPT-010,2023-04-27,2023-04-27 11:15:00,60,59,External,8,6,True,14,0,3
ZM-71839716,HOST-0139,DEPT-003,2023-06-12,2023-06-12 13:00:00,15,16,Internal,30,30,True,6,41,1
ZM-92572018,HOST-0147,DEPT-009,2024-08-21,2024-08-21 09:45:00,45,57,External,2,1,False,1,0,0
ZM-78211798,HOST-0008,DEPT-002,2024-02-13,2024-02-13 12:15:00,120,87,Training,20,17,True,3,15,1
ZM-41291228,HOST-0147,DEPT-008,2024-01-18,2024-01-18 08:00:00,180,211,Training,26,21,False,5,9,1
ZM-34136369,HOST-0049,DEPT-007,2023-11-03,2023-11-03 15:00:00,60,72,External,12,8,False,0,0,2
ZM-46294636,HOST-0043,DEPT-010,2024-05-31,2024-05-31 16:45:00,30,23,External,12,10,True,7,3,1
ZM-21869810,HOST-0149,DEPT-007,2024-03-13,2024-03-13 15:15:00,15,14,Internal,8,5,True,7,4,0
ZM-60652004,HOST-0091,DEPT-002,2024-04-16,2024-04-16 13:15:00,120,130,Webinar,199,68,True,0,0,4
ZM-91849299,HOST-0097,DEPT-007,2023-09-29,2023-09-29 13:00:00,90,81,Internal,11,7,False,10,5,2
ZM-23718350,HOST-0099,DEPT-003,2024-08-16,2024-08-16 16:15:00,30,32,Internal,3,2,False,1,1,2
ZM-81498245,HOST-0129,DEPT-004,2024-03-22,2024-03-22 12:45:00,30,27,External,9,9,True,28,0,2
ZM-12960149,HOST-0017,DEPT-002,2023-08-08,2023-08-08 11:30:00,15,12,Internal,24,15,False,17,0,4
ZM-64677550,HOST-0028,DEPT-004,2024-02-22,2024-02-22 12:15:00,15,8,Internal,10,8,True,11,3,2
ZM-12943511,HOST-0043,DEPT-006,2023-10-13,2023-10-13 16:00:00,120,106,Training,37,32,True,29,20,2
ZM-86130890,HOST-0107,DEPT-007,2024-04-26,2024-04-26 15:00:00,120,134,Webinar,445,162,True,99,0,0
ZM-15614448,HOST-0140,DEPT-009,2023-01-03,2023-01-03 08:30:00,180,147,Training,15,13,True,4,10,2
ZM-53815113,HOST-0048,DEPT-007,2023-09-29,2023-09-29 14:15:00,60,57,External,11,8,False,15,0,3
ZM-51922948,HOST-0024,DEPT-006,2023-09-25,2023-09-25 09:15:00,45,46,Internal,26,19,False,12,7,3
ZM-43070778,HOST-0098,DEPT-012,2023-04-27,2023-04-27 16:00:00,15,12,Internal,16,12,False,10,11,0
ZM-63000670,HOST-0054,DEPT-007,2024-12-27,2024-12-27 14:30:00,30,35,Internal,22,19,False,36,14,4
ZM-50417354,HOST-0035,DEPT-005,2023-09-14,2023-09-14 09:30:00,30,32,Internal,15,14,False,15,6,5
ZM-92327874,HOST-0112,DEPT-007,2023-02-21,2023-02-21 08:30:00,45,46,Internal,13,9,False,4,8,2
ZM-86666528,HOST-0116,DEPT-005,2023-08-15,2023-08-15 16:00:00,60,52,Webinar,267,190,False,355,0,3
ZM-27556501,HOST-0048,DEPT-007,2023-10-24,2023-10-24 17:30:00,15,17,Internal,10,9,False,11,5,3
ZM-25893296,HOST-0045,DEPT-003,2024-03-14,2024-03-14 15:30:00,60,56,Internal,15,12,True,20,8,2
ZM-47705867,HOST-0026,DEPT-002,2024-05-30,2024-05-30 13:00:00,45,37,Internal,3,2,False,3,0,4
ZM-63161086,HOST-0124,DEPT-012,2024-07-26,2024-07-26 10:00:00,30,30,Internal,8,4,False,2,0,5
ZM-46667896,HOST-0115,DEPT-003,2024-02-23,2024-02-23 15:00:00,120,135,Training,19,14,True,12,0,4
ZM-74252953,HOST-0088,DEPT-004,2024-01-31,2024-01-31 09:45:00,90,95,Internal,20,12,False,28,16,6
ZM-33465074,HOST-0080,DEPT-003,2024-07-24,2024-07-24 13:30:00,30,21,Internal,4,3,True,10,3,2
ZM-72709751,HOST-0087,DEPT-012,2023-07-21,2023-07-21 08:15:00,15,18,Internal,9,8,False,18,0,3
ZM-75934922,HOST-0022,DEPT-008,2024-02-12,2024-02-12 10:45:00,30,30,Internal,8,7,True,19,6,1
ZM-19767824,HOST-0122,DEPT-006,2024-11-01,2024-11-01 08:00:00,60,57,External,11,9,False,0,7,1
ZM-36086815,HOST-0009,DEPT-007,2023-08-24,2023-08-24 09:30:00,45,43,External,11,8,True,14,3,2
ZM-95143591,HOST-0027,DEPT-009,2024-03-27,2024-03-27 16:30:00,60,68,Internal,19,18,True,3,7,3
ZM-99929358,HOST-0093,DEPT-005,2023-02-24,2023-02-24 12:00:00,90,94,Internal,18,16,True,10,6,1
ZM-97363788,HOST-0083,DEPT-004,2023-05-31,2023-05-31 15:30:00,60,49,External,10,8,False,0,1,1
ZM-79054009,HOST-0040,DEPT-012,2023-11-10,2023-11-10 15:00:00,45,35,External,6,5,False,9,0,2
ZM-90291375,HOST-0139,DEPT-012,2023-06-29,2023-06-29 11:15:00,120,133,Training,45,35,True,4,25,3
ZM-23851718,HOST-0039,DEPT-002,2024-11-06,2024-11-06 10:15:00,180,240,Training,21,19,False,2,9,4
ZM-32519486,HOST-0038,DEPT-002,2023-01-16,2023-01-16 10:15:00,30,32,Internal,3,3,True,4,1,3
ZM-13999753,HOST-0131,DEPT-011,2024-07-25,2024-07-25 08:00:00,60,51,External,6,5,False,8,6,2
ZM-84226768,HOST-0075,DEPT-006,2024-10-18,2024-10-18 16:00:00,30,31,External,9,7,True,18,5,0
ZM-52260040,HOST-0080,DEPT-007,2023-11-20,2023-11-20 08:45:00,60,66,Training,35,30,True,31,15,2
ZM-88963818,HOST-0098,DEPT-008,2023-12-06,2023-12-06 09:45:00,60,53,Webinar,271,197,True,99,36,1
ZM-96879784,HOST-0101,DEPT-006,2023-03-30,2023-03-30 10:30:00,15,14,Internal,3,2,False,3,0,4
ZM-89387274,HOST-0069,DEPT-010,2024-06-19,2024-06-19 07:30:00,90,101,Internal,27,18,False,15,5,2
ZM-60723650,HOST-0137,DEPT-012,2024-02-19,2024-02-19 08:15:00,30,26,External,10,9,False,2,8,3
ZM-98638976,HOST-0125,DEPT-010,2023-02-01,2023-02-01 18:45:00,45,40,Internal,8,5,True,12,0,1
ZM-89819497,HOST-0061,DEPT-003,2023-03-31,2023-03-31 12:45:00,30,24,Internal,30,25,False,49,10,0
ZM-50631151,HOST-0021,DEPT-009,2024-08-08,2024-08-08 10:00:00,120,107,Training,39,31,True,53,24,1
ZM-49028814,HOST-0024,DEPT-011,2024-05-14,2024-05-14 09:00:00,45,42,External,10,8,False,4,0,1
ZM-89486506,HOST-0104,DEPT-003,2023-06-16,2023-06-16 17:45:00,30,29,Internal,13,9,False,10,12,3
ZM-45478283,HOST-0094,DEPT-005,2023-04-18,2023-04-18 08:30:00,120,113,Training,37,29,False,31,8,2
ZM-59280571,HOST-0128,DEPT-001,2023-01-19,2023-01-19 09:00:00,60,56,External,12,7,False,16,7,1
ZM-71654008,HOST-0044,DEPT-004,2023-10-13,2023-10-13 16:30:00,90,106,Webinar,419,227,True,266,22,3
ZM-79351663,HOST-0047,DEPT-003,2024-04-08,2024-04-08 09:15:00,30,32,External,8,8,False,16,0,1
ZM-10838457,HOST-0124,DEPT-002,2023-12-26,2023-12-26 07:00:00,90,76,Internal,6,4,False,0,0,0
ZM-24657555,HOST-0023,DEPT-006,2023-03-24,2023-03-24 12:15:00,15,12,Internal,29,24,True,9,16,1
ZM-72058983,HOST-0019,DEPT-007,2024-11-27,2024-11-27 09:30:00,30,35,External,10,8,False,7,0,2
ZM-80048631,HOST-0120,DEPT-007,2024-08-09,2024-08-09 13:30:00,30,36,External,4,3,False,3,1,2
ZM-21823343,HOST-0132,DEPT-003,2023-07-27,2023-07-27 09:00:00,120,123,Training,26,21,True,17,17,2
ZM-34585451,HOST-0018,DEPT-008,2023-08-07,2023-08-07 14:30:00,120,94,Training,43,37,True,0,0,4
ZM-18116882,HOST-0104,DEPT-005,2024-03-21,2024-03-21 17:15:00,60,60,Training,26,20,False,50,0,0
ZM-52670431,HOST-0059,DEPT-007,2024-10-07,2024-10-07 14:15:00,120,120,Training,44,40,True,46,0,2
ZM-16727120,HOST-0101,DEPT-006,2023-12-27,2023-12-27 10:15:00,15,14,Internal,26,22,False,33,0,0
ZM-24380105,HOST-0011,DEPT-008,2023-11-13,2023-11-13 08:00:00,60,58,External,5,4,False,6,5,4
ZM-22717763,HOST-0005,DEPT-003,2023-10-30,2023-10-30 09:15:00,60,59,Internal,23,16,False,37,11,1
ZM-45976961,HOST-0022,DEPT-011,2024-11-13,2024-11-13 10:45:00,30,32,Internal,13,10,True,0,0,5
ZM-66060162,HOST-0013,DEPT-002,2023-12-12,2023-12-12 12:30:00,30,37,Internal,17,9,False,4,1,3
ZM-76077091,HOST-0026,DEPT-008,2024-04-19,2024-04-19 15:00:00,60,61,External,7,5,True,1,3,2
ZM-18826541,HOST-0013,DEPT-001,2023-08-10,2023-08-10 16:00:00,120,120,Training,10,8,True,9,7,3
ZM-92084161,HOST-0073,DEPT-002,2024-10-03,2024-10-03 10:15:00,90,92,Internal,23,15,False,30,23,0
ZM-42699596,HOST-0096,DEPT-011,2023-05-31,2023-05-31 07:45:00,30,29,External,9,7,False,2,2,1
ZM-83483941,HOST-0016,DEPT-002,2024-03-25,2024-03-25 13:00:00,60,53,Internal,27,19,False,9,3,2
ZM-39233152,HOST-0050,DEPT-010,2024-12-16,2024-12-16 15:45:00,90,92,Webinar,284,151,True,0,162,2
ZM-94944132,HOST-0090,DEPT-001,2024-01-24,2024-01-24 13:15:00,45,50,Internal,15,12,True,18,3,2
ZM-35067866,HOST-0147,DEPT-012,2023-08-15,2023-08-15 08:00:00,90,87,Webinar,342,204,True,479,130,0
ZM-10754115,HOST-0139,DEPT-009,2024-06-06,2024-06-06 12:00:00,120,133,Training,19,17,False,14,3,3
ZM-92713862,HOST-0002,DEPT-005,2024-04-12,2024-04-12 16:45:00,120,122,Training,30,18,True,37,0,3
ZM-66840903,HOST-0080,DEPT-003,2023-08-25,2023-08-25 14:15:00,30,33,Internal,28,26,True,28,2,2
ZM-44337526,HOST-0119,DEPT-008,2024-12-12,2024-12-12 10:30:00,90,105,Training,20,17,False,22,24,3
ZM-32581930,HOST-0026,DEPT-011,2024-11-07,2024-11-07 08:30:00,60,60,Webinar,318,185,True,0,196,0
ZM-85905949,HOST-0025,DEPT-007,2023-04-25,2023-04-25 13:00:00,90,75,Internal,26,21,False,9,7,2
ZM-22642823,HOST-0098,DEPT-009,2024-12-26,2024-12-26 14:15:00,15,12,Internal,18,10,False,8,3,1
ZM-60390396,HOST-0040,DEPT-009,2024-05-06,2024-05-06 12:00:00,90,94,Training,16,13,True,20,8,2
ZM-33841398,HOST-0142,DEPT-004,2024-07-03,2024-07-03 11:15:00,30,25,External,12,10,False,10,10,3
ZM-97890289,HOST-0055,DEPT-012,2024-06-21,2024-06-21 12:15:00,15,21,Internal,25,22,True,32,12,2
ZM-37898180,HOST-0013,DEPT-005,2024-12-13,2024-12-13 10:15:00,90,88,Training,18,15,False,2,11,1
ZM-42708760,HOST-0096,DEPT-012,2024-05-30,2024-05-30 13:30:00,15,11,Internal,15,13,False,19,17,2
ZM-40978675,HOST-0113,DEPT-008,2024-02-12,2024-02-12 09:15:00,90,79,Internal,7,5,True,0,0,0
ZM-19935807,HOST-0121,DEPT-005,2023-06-12,2023-06-12 09:00:00,90,90,Internal,11,7,False,9,14,1
ZM-62597519,HOST-0042,DEPT-003,2023-07-27,2023-07-27 15:45:00,30,29,External,2,1,False,1,0,2
ZM-62781957,HOST-0118,DEPT-001,2024-12-18,2024-12-18 15:45:00,60,63,Internal,14,10,True,7,9,1
ZM-98050465,HOST-0010,DEPT-008,2024-02-05,2024-02-05 13:15:00,90,112,Training,24,19,True,14,6,4
ZM-35470866,HOST-0034,DEPT-003,2024-03-20,2024-03-20 12:15:00,15,20,Internal,28,26,False,17,18,2
ZM-53025024,HOST-0069,DEPT-011,2024-11-26,2024-11-26 15:00:00,90,79,Internal,20,14,True,0,0,1
ZM-93587401,HOST-0105,DEPT-003,2023-11-15,2023-11-15 13:30:00,60,71,External,5,4,False,6,4,2
ZM-47813626,HOST-0118,DEPT-003,2024-11-13,2024-11-13 12:15:00,60,65,Training,24,21,True,63,14,2
ZM-20408360,HOST-0021,DEPT-012,2024-11-15,2024-11-15 12:30:00,120,116,Webinar,492,271,True,0,140,3
ZM-54402602,HOST-0117,DEPT-007,2023-10-02,2023-10-02 13:15:00,60,54,External,7,6,True,6,0,0
ZM-61896522,HOST-0129,DEPT-007,2023-03-07,2023-03-07 09:15:00,180,186,Training,31,28,True,27,18,2
ZM-92990227,HOST-0079,DEPT-009,2024-02-13,2024-02-13 09:30:00,90,88,Internal,28,25,True,16,0,3
ZM-42149055,HOST-0004,DEPT-008,2023-10-10,2023-10-10 17:00:00,90,92,Training,27,27,True,32,21,2
ZM-45537084,HOST-0140,DEPT-010,2024-03-01,2024-03-01 11:30:00,15,14,Internal,12,10,False,26,1,2
ZM-71457996,HOST-0058,DEPT-002,2024-11-28,2024-11-28 08:45:00,60,73,Training,43,37,True,64,0,2
ZM-83683223,HOST-0115,DEPT-002,2024-07-24,2024-07-24 14:15:00,120,127,Training,23,16,True,43,6,5
ZM-77845175,HOST-0118,DEPT-005,2024-11-27,2024-11-27 09:00:00,60,70,Internal,25,20,True,0,8,4
